#decay	# windows in store	# elements in stream	query	age class	length class	error:mean	latency:mean	ci-width:mean	ci-miss-rate
rationalPower1,2,2,1	2278	313814094	SUM	subsecond	minutes	0.000653	0.000203	0.000198	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	subsecond	hours	0.000065	0.000435	0.000013	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	subsecond	days	0.000010	0.000655	0.000001	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	subsecond	months	0.000002	0.000455	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	subsecond	years	0.000000	0.003000	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	seconds	seconds	0.034827	0.000035	0.043379	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	seconds	minutes	0.000837	0.000056	0.000218	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	seconds	hours	0.000072	0.000118	0.000013	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	seconds	days	0.000011	0.000217	0.000001	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	seconds	months	0.000002	0.000430	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	seconds	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	minutes	seconds	0.066863	0.000003	0.047203	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	minutes	minutes	0.001757	0.000019	0.000318	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	minutes	hours	0.000096	0.000096	0.000014	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	minutes	days	0.000010	0.000207	0.000001	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	minutes	months	0.000002	0.000327	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	hours	seconds	0.091757	0.000003	0.048257	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	hours	minutes	0.003955	0.000007	0.000488	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	hours	hours	0.000172	0.000028	0.000019	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	hours	days	0.000011	0.000115	0.000001	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	hours	months	0.000001	0.000257	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	days	seconds	0.080904	0.000003	0.048455	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	days	minutes	0.008248	0.000003	0.000634	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	days	hours	0.000582	0.000009	0.000031	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	days	days	0.000024	0.000045	0.000001	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	days	months	0.000002	0.000273	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	months	seconds	0.053490	0.000005	0.048491	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	months	minutes	0.008259	0.000003	0.000675	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	months	hours	0.001012	0.000008	0.000045	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	months	days	0.000041	0.000019	0.000002	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	months	months	0.000005	0.000121	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	years	seconds	0.984658	0.000000	2.000000	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	subsecond	seconds	0.010084	0.000000	0.043332	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	subsecond	minutes	0.000594	0.000017	0.002680	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	subsecond	hours	0.000054	0.000043	0.000286	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	subsecond	days	0.000005	0.000138	0.000031	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	subsecond	months	0.000001	0.000273	0.000005	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	subsecond	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	seconds	seconds	0.020628	0.000002	0.127112	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	seconds	minutes	0.000597	0.000011	0.002955	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	seconds	hours	0.000047	0.000042	0.000287	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	seconds	days	0.000005	0.000150	0.000030	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	seconds	months	0.000001	0.000356	0.000005	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	seconds	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	minutes	seconds	0.048728	0.000002	0.246114	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	minutes	minutes	0.001325	0.000005	0.005987	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	minutes	hours	0.000069	0.000035	0.000337	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	minutes	days	0.000007	0.000155	0.000030	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	minutes	months	0.000001	0.000287	0.000005	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	hours	seconds	0.062563	0.000003	0.311014	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	hours	minutes	0.002988	0.000004	0.014657	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	hours	hours	0.000119	0.000021	0.000600	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	hours	days	0.000008	0.000103	0.000035	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	hours	months	0.000001	0.000225	0.000005	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	days	seconds	0.057362	0.000003	0.321710	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	days	minutes	0.006090	0.000002	0.029548	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	days	hours	0.000367	0.000003	0.001769	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	days	days	0.000014	0.000094	0.000068	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	days	months	0.000001	0.000197	0.000006	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	months	seconds	0.045970	0.000002	0.323755	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	months	minutes	0.007046	0.000002	0.036021	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	months	hours	0.000717	0.000004	0.003530	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	months	days	0.000023	0.000013	0.000136	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	months	months	0.000002	0.000121	0.000013	0.000000
rationalPower1,2,4,1	3578	313814094	COUNT	years	seconds	0.495012	0.000000	2.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	subsecond	seconds	0.012034	0.000017	0.006415	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	subsecond	minutes	0.000666	0.000017	0.000183	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	subsecond	hours	0.000074	0.000043	0.000011	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	subsecond	days	0.000007	0.000138	0.000001	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	subsecond	months	0.000001	0.000273	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	subsecond	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	seconds	seconds	0.030923	0.000003	0.042565	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	seconds	minutes	0.000669	0.000011	0.000195	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	seconds	hours	0.000055	0.000038	0.000011	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	seconds	days	0.000006	0.000175	0.000001	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	seconds	months	0.000001	0.000373	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	seconds	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	minutes	seconds	0.065500	0.000009	0.046668	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	minutes	minutes	0.001498	0.000005	0.000283	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	minutes	hours	0.000079	0.000029	0.000012	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	minutes	days	0.000008	0.000148	0.000001	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	minutes	months	0.000001	0.000374	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	hours	seconds	0.091454	0.000010	0.048174	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	hours	minutes	0.003696	0.000035	0.000442	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	hours	hours	0.000165	0.000047	0.000017	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	hours	days	0.000009	0.000082	0.000001	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	hours	months	0.000001	0.000443	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	days	seconds	0.080872	0.000021	0.048419	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	days	minutes	0.006838	0.000002	0.000614	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	days	hours	0.000413	0.000060	0.000028	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	days	days	0.000015	0.000052	0.000001	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	days	months	0.000001	0.000298	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	months	seconds	0.053222	0.000005	0.048502	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	months	minutes	0.008415	0.000002	0.000671	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	months	hours	0.000798	0.000123	0.000040	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	months	days	0.000027	0.000016	0.000001	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	months	months	0.000002	0.000045	0.000000	0.000000
rationalPower1,2,4,1	3578	313814094	SUM	years	seconds	0.984648	0.000000	2.000000	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	subsecond	seconds	0.007351	0.000000	0.034083	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	subsecond	minutes	0.000488	0.000017	0.002015	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	subsecond	hours	0.000048	0.000087	0.000194	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	subsecond	days	0.000005	0.000241	0.000026	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	subsecond	months	0.000001	0.000545	0.000005	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	subsecond	years	0.000000	0.002000	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	seconds	seconds	0.014367	0.000003	0.108900	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	seconds	minutes	0.000468	0.000019	0.002348	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	seconds	hours	0.000045	0.000088	0.000232	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	seconds	days	0.000005	0.000321	0.000026	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	seconds	months	0.000001	0.000696	0.000005	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	seconds	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	minutes	seconds	0.038842	0.000003	0.224332	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	minutes	minutes	0.000973	0.000010	0.004929	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	minutes	hours	0.000055	0.000060	0.000272	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	minutes	days	0.000005	0.000274	0.000025	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	minutes	months	0.000001	0.000626	0.000004	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	hours	seconds	0.057848	0.000004	0.299861	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	hours	minutes	0.002605	0.000004	0.012295	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	hours	hours	0.000112	0.000023	0.000498	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	hours	days	0.000006	0.000195	0.000028	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	hours	months	0.000001	0.000419	0.000004	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	days	seconds	0.056716	0.000002	0.321343	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	days	minutes	0.005031	0.000008	0.026303	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	days	hours	0.000266	0.000004	0.001338	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	days	days	0.000009	0.000073	0.000049	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	days	months	0.000001	0.000307	0.000005	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	months	seconds	0.046253	0.000002	0.323730	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	months	minutes	0.008186	0.000003	0.034760	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	months	hours	0.000657	0.000020	0.003089	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	months	days	0.000024	0.000013	0.000117	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	months	months	0.000003	0.000091	0.000012	0.000000
rationalPower1,2,8,1	5722	313814094	COUNT	years	seconds	0.495017	0.000000	2.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	subsecond	seconds	0.009117	0.000000	0.005591	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	subsecond	minutes	0.000503	0.000085	0.000153	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	subsecond	hours	0.000050	0.000130	0.000009	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	subsecond	days	0.000004	0.000828	0.000001	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	subsecond	months	0.000001	0.000545	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	subsecond	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	seconds	seconds	0.024679	0.000001	0.041729	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	seconds	minutes	0.000521	0.000011	0.000174	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	seconds	hours	0.000051	0.000125	0.000010	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	seconds	days	0.000005	0.000296	0.000001	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	seconds	months	0.000001	0.000530	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	seconds	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	minutes	seconds	0.053775	0.000003	0.046090	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	minutes	minutes	0.001036	0.000009	0.000256	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	minutes	hours	0.000063	0.000103	0.000011	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	minutes	days	0.000006	0.000284	0.000001	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	minutes	months	0.000001	0.000545	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	hours	seconds	0.082294	0.000001	0.047902	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	hours	minutes	0.002818	0.000004	0.000403	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	hours	hours	0.000122	0.000032	0.000015	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	hours	days	0.000008	0.000193	0.000001	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	hours	months	0.000001	0.000534	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	days	seconds	0.079851	0.000002	0.048429	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	days	minutes	0.005404	0.000004	0.000585	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	days	hours	0.000291	0.000001	0.000025	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	days	days	0.000009	0.000058	0.000001	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	days	months	0.000001	0.000273	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	months	seconds	0.052619	0.000023	0.048501	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	months	minutes	0.009336	0.000002	0.000661	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	months	hours	0.000683	0.000004	0.000038	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	months	days	0.000024	0.000047	0.000001	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	months	months	0.000002	0.000091	0.000000	0.000000
rationalPower1,2,8,1	5722	313814094	SUM	years	seconds	0.984653	0.000000	2.000000	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	subsecond	seconds	0.007202	0.000017	0.026357	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	subsecond	minutes	0.000365	0.000085	0.001600	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	subsecond	hours	0.000031	0.000261	0.000199	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	subsecond	days	0.000004	0.001241	0.000020	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	subsecond	months	0.000001	0.001182	0.000004	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	subsecond	years	0.000000	0.002000	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	seconds	seconds	0.013545	0.000008	0.099105	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	seconds	minutes	0.000385	0.000067	0.001925	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	seconds	hours	0.000038	0.000225	0.000183	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	seconds	days	0.000004	0.000916	0.000020	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	seconds	months	0.000001	0.001989	0.000004	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	seconds	years	0.000000	0.002000	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	minutes	seconds	0.034162	0.000005	0.201487	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	minutes	minutes	0.000695	0.000029	0.003833	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	minutes	hours	0.000041	0.000219	0.000212	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	minutes	days	0.000004	0.000726	0.000020	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	minutes	months	0.000001	0.001757	0.000004	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	hours	seconds	0.059434	0.000004	0.295049	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	hours	minutes	0.001807	0.000010	0.009903	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	hours	hours	0.000063	0.000079	0.000364	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	hours	days	0.000004	0.000627	0.000022	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	hours	months	0.000001	0.001771	0.000003	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	days	seconds	0.057431	0.000005	0.319689	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	days	minutes	0.004491	0.000005	0.023359	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	days	hours	0.000202	0.000013	0.001091	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	days	days	0.000007	0.000237	0.000041	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	days	months	0.000001	0.001223	0.000004	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	months	seconds	0.046841	0.000003	0.323370	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	months	minutes	0.007874	0.000003	0.033258	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	months	hours	0.000502	0.000004	0.002518	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	months	days	0.000017	0.000069	0.000092	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	months	months	0.000002	0.000591	0.000009	0.000000
rationalPower1,2,16,1	9024	313814094	COUNT	years	seconds	0.495025	0.000000	2.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	subsecond	seconds	0.008760	0.000017	0.005138	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	subsecond	minutes	0.000359	0.000051	0.000140	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	subsecond	hours	0.000048	0.000217	0.000010	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	subsecond	days	0.000004	0.000517	0.000001	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	subsecond	months	0.000001	0.003364	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	subsecond	years	0.000000	0.020000	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	seconds	seconds	0.023674	0.000009	0.041250	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	seconds	minutes	0.000436	0.000068	0.000158	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	seconds	hours	0.000044	0.000296	0.000009	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	seconds	days	0.000004	0.000769	0.000001	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	seconds	months	0.000001	0.001958	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	seconds	years	0.000000	0.003000	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	minutes	seconds	0.048506	0.000003	0.045420	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	minutes	minutes	0.000825	0.000056	0.000225	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	minutes	hours	0.000049	0.000184	0.000010	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	minutes	days	0.000005	0.000783	0.000001	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	minutes	months	0.000001	0.001772	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	hours	seconds	0.088487	0.000003	0.047868	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	hours	minutes	0.002214	0.000006	0.000364	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	hours	hours	0.000075	0.000081	0.000013	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	hours	days	0.000005	0.000532	0.000001	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	hours	months	0.000001	0.001953	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	days	seconds	0.081112	0.000002	0.048368	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	days	minutes	0.004694	0.000005	0.000553	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	days	hours	0.000224	0.000018	0.000022	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	days	days	0.000007	0.000146	0.000001	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	days	months	0.000001	0.001345	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	months	seconds	0.053087	0.000011	0.048494	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	months	minutes	0.008619	0.000002	0.000648	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	months	hours	0.000516	0.000008	0.000034	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	months	days	0.000018	0.000172	0.000001	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	months	months	0.000002	0.000652	0.000000	0.000000
rationalPower1,2,16,1	9024	313814094	SUM	years	seconds	0.984660	0.000000	2.000000	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	subsecond	seconds	0.005320	0.000000	0.018333	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	subsecond	minutes	0.000288	0.000034	0.001303	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	subsecond	hours	0.000029	0.000522	0.000155	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	subsecond	days	0.000002	0.000414	0.000015	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	subsecond	months	0.000000	0.003636	0.000003	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	subsecond	years	0.000000	0.004000	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	seconds	seconds	0.012086	0.000010	0.085432	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	seconds	minutes	0.000313	0.000085	0.001508	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	seconds	hours	0.000031	0.000166	0.000155	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	seconds	days	0.000002	0.000490	0.000015	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	seconds	months	0.000000	0.001529	0.000003	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	seconds	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	minutes	seconds	0.029313	0.000002	0.174518	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	minutes	minutes	0.000551	0.000034	0.002976	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	minutes	hours	0.000034	0.000126	0.000179	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	minutes	days	0.000003	0.000514	0.000016	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	minutes	months	0.000000	0.001080	0.000003	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	hours	seconds	0.052658	0.000001	0.283405	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	hours	minutes	0.001873	0.000013	0.009066	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	hours	hours	0.000077	0.000066	0.000356	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	hours	days	0.000004	0.000597	0.000019	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	hours	months	0.000001	0.001079	0.000003	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	days	seconds	0.057178	0.000004	0.318271	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	days	minutes	0.003759	0.000006	0.020190	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	days	hours	0.000169	0.000009	0.000872	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	days	days	0.000005	0.000202	0.000033	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	days	months	0.000001	0.000646	0.000003	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	months	seconds	0.046447	0.000002	0.323146	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	months	minutes	0.005901	0.000009	0.031110	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	months	hours	0.000355	0.000004	0.002001	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	months	days	0.000012	0.000078	0.000073	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	months	months	0.000001	0.000530	0.000007	0.000000
rationalPower1,2,32,1	13896	313814094	COUNT	years	seconds	0.495029	0.000000	2.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	subsecond	seconds	0.006567	0.000017	0.004520	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	subsecond	minutes	0.000348	0.000102	0.000130	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	subsecond	hours	0.000038	0.000304	0.000008	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	subsecond	days	0.000003	0.001138	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	subsecond	months	0.000000	0.001818	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	subsecond	years	0.000000	0.007000	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	seconds	seconds	0.021430	0.000004	0.040429	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	seconds	minutes	0.000355	0.000072	0.000140	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	seconds	hours	0.000033	0.000157	0.000008	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	seconds	days	0.000002	0.000499	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	seconds	months	0.000000	0.001780	0.000000	0.000000
