#decay	# windows in store	# elements in stream	query	age class	length class	error:mean	latency:mean	ci-width:mean	ci-miss-rate
rationalPower1,4,8,1	521	313814094	COUNT	days	seconds	0.056738	0.000002	0.323633	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	days	minutes	0.008179	0.000002	0.036239	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	days	hours	0.000804	0.000003	0.004041	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	days	days	0.000039	0.000010	0.000183	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	days	months	0.000004	0.000066	0.000020	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	months	seconds	0.045752	0.000002	0.323795	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	months	minutes	0.007264	0.000000	0.037645	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	months	hours	0.001381	0.000000	0.006388	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	months	days	0.000091	0.000009	0.000416	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	months	months	0.000011	0.000045	0.000041	0.000000
rationalPower1,4,8,1	521	313814094	COUNT	years	seconds	0.495029	0.000000	2.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	subsecond	seconds	0.019598	0.000000	0.007298	0.000000
rationalPower1,4,8,1	521	313814094	SUM	subsecond	minutes	0.001150	0.000000	0.000241	0.000000
rationalPower1,4,8,1	521	313814094	SUM	subsecond	hours	0.000158	0.000348	0.000016	0.000000
rationalPower1,4,8,1	521	313814094	SUM	subsecond	days	0.000019	0.000034	0.000001	0.000000
rationalPower1,4,8,1	521	313814094	SUM	subsecond	months	0.000004	0.000091	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	subsecond	years	0.000000	0.002000	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	seconds	seconds	0.043517	0.000003	0.044081	0.000000
rationalPower1,4,8,1	521	313814094	SUM	seconds	minutes	0.001151	0.000006	0.000253	0.000000
rationalPower1,4,8,1	521	313814094	SUM	seconds	hours	0.000125	0.000014	0.000016	0.000000
rationalPower1,4,8,1	521	313814094	SUM	seconds	days	0.000019	0.000025	0.000001	0.000000
rationalPower1,4,8,1	521	313814094	SUM	seconds	months	0.000004	0.000057	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	seconds	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	minutes	seconds	0.074658	0.000002	0.047759	0.000000
rationalPower1,4,8,1	521	313814094	SUM	minutes	minutes	0.002338	0.000003	0.000378	0.000000
rationalPower1,4,8,1	521	313814094	SUM	minutes	hours	0.000152	0.000008	0.000017	0.000000
rationalPower1,4,8,1	521	313814094	SUM	minutes	days	0.000017	0.000026	0.000001	0.000000
rationalPower1,4,8,1	521	313814094	SUM	minutes	months	0.000004	0.000076	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	hours	seconds	0.093350	0.000002	0.048371	0.000000
rationalPower1,4,8,1	521	313814094	SUM	hours	minutes	0.005592	0.000001	0.000562	0.000000
rationalPower1,4,8,1	521	313814094	SUM	hours	hours	0.000311	0.000004	0.000024	0.000000
rationalPower1,4,8,1	521	313814094	SUM	hours	days	0.000021	0.000019	0.000001	0.000000
rationalPower1,4,8,1	521	313814094	SUM	hours	months	0.000004	0.000095	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	days	seconds	0.080543	0.000002	0.048485	0.000000
rationalPower1,4,8,1	521	313814094	SUM	days	minutes	0.009442	0.000002	0.000671	0.000000
rationalPower1,4,8,1	521	313814094	SUM	days	hours	0.000952	0.000001	0.000043	0.000000
rationalPower1,4,8,1	521	313814094	SUM	days	days	0.000047	0.000005	0.000002	0.000000
rationalPower1,4,8,1	521	313814094	SUM	days	months	0.000005	0.000075	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	months	seconds	0.053631	0.000002	0.048487	0.000000
rationalPower1,4,8,1	521	313814094	SUM	months	minutes	0.008005	0.000003	0.000682	0.000000
rationalPower1,4,8,1	521	313814094	SUM	months	hours	0.001443	0.000004	0.000053	0.000000
rationalPower1,4,8,1	521	313814094	SUM	months	days	0.000101	0.000009	0.000003	0.000000
rationalPower1,4,8,1	521	313814094	SUM	months	months	0.000013	0.000015	0.000000	0.000000
rationalPower1,4,8,1	521	313814094	SUM	years	seconds	0.984675	0.000000	2.000000	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	subsecond	seconds	0.009603	0.000271	0.048803	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	subsecond	minutes	0.000746	0.000017	0.003526	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	subsecond	hours	0.000107	0.000217	0.000454	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	subsecond	days	0.000012	0.000034	0.000059	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	subsecond	months	0.000004	0.000091	0.000013	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	subsecond	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	seconds	seconds	0.028560	0.000004	0.147470	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	seconds	minutes	0.000801	0.000027	0.003915	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	seconds	hours	0.000076	0.000031	0.000432	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	seconds	days	0.000013	0.000064	0.000059	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	seconds	months	0.000004	0.000105	0.000013	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	seconds	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	minutes	seconds	0.050382	0.000004	0.272255	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	minutes	minutes	0.001725	0.000004	0.008253	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	minutes	hours	0.000103	0.000031	0.000517	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	minutes	days	0.000010	0.000034	0.000059	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	minutes	months	0.000004	0.000079	0.000013	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	hours	seconds	0.065833	0.000009	0.317097	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	hours	minutes	0.004037	0.000014	0.020736	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	hours	hours	0.000183	0.000008	0.000990	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	hours	days	0.000013	0.000028	0.000066	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	hours	months	0.000003	0.000032	0.000013	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	days	seconds	0.056943	0.000006	0.323385	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	days	minutes	0.007423	0.000007	0.035185	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	days	hours	0.000713	0.000000	0.003297	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	days	days	0.000031	0.000006	0.000140	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	days	months	0.000003	0.000034	0.000015	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	months	seconds	0.045887	0.000002	0.323799	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	months	minutes	0.007082	0.000032	0.037496	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	months	hours	0.001193	0.000028	0.005836	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	months	days	0.000073	0.000006	0.000342	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	months	months	0.000012	0.000015	0.000035	0.000000
rationalPower1,4,16,1	889	313814094	COUNT	years	seconds	0.495025	0.000000	2.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	subsecond	seconds	0.010721	0.000017	0.006420	0.000000
rationalPower1,4,16,1	889	313814094	SUM	subsecond	minutes	0.000998	0.000085	0.000210	0.000000
rationalPower1,4,16,1	889	313814094	SUM	subsecond	hours	0.000116	0.000043	0.000014	0.000000
rationalPower1,4,16,1	889	313814094	SUM	subsecond	days	0.000014	0.000069	0.000001	0.000000
rationalPower1,4,16,1	889	313814094	SUM	subsecond	months	0.000004	0.000182	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	subsecond	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	seconds	seconds	0.039057	0.000016	0.043370	0.000000
rationalPower1,4,16,1	889	313814094	SUM	seconds	minutes	0.000914	0.000023	0.000224	0.000000
rationalPower1,4,16,1	889	313814094	SUM	seconds	hours	0.000085	0.000013	0.000014	0.000000
rationalPower1,4,16,1	889	313814094	SUM	seconds	days	0.000015	0.000046	0.000001	0.000000
rationalPower1,4,16,1	889	313814094	SUM	seconds	months	0.000004	0.000136	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	seconds	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	minutes	seconds	0.070490	0.000025	0.047325	0.000000
rationalPower1,4,16,1	889	313814094	SUM	minutes	minutes	0.001961	0.000017	0.000331	0.000000
rationalPower1,4,16,1	889	313814094	SUM	minutes	hours	0.000120	0.000031	0.000015	0.000000
rationalPower1,4,16,1	889	313814094	SUM	minutes	days	0.000012	0.000043	0.000001	0.000000
rationalPower1,4,16,1	889	313814094	SUM	minutes	months	0.000004	0.000069	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	hours	seconds	0.095498	0.000020	0.048336	0.000000
rationalPower1,4,16,1	889	313814094	SUM	hours	minutes	0.004767	0.000017	0.000523	0.000000
rationalPower1,4,16,1	889	313814094	SUM	hours	hours	0.000223	0.000043	0.000021	0.000000
rationalPower1,4,16,1	889	313814094	SUM	hours	days	0.000015	0.000048	0.000001	0.000000
rationalPower1,4,16,1	889	313814094	SUM	hours	months	0.000003	0.000134	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	days	seconds	0.080814	0.000012	0.048479	0.000000
rationalPower1,4,16,1	889	313814094	SUM	days	minutes	0.008780	0.000024	0.000663	0.000000
rationalPower1,4,16,1	889	313814094	SUM	days	hours	0.000816	0.000004	0.000039	0.000000
rationalPower1,4,16,1	889	313814094	SUM	days	days	0.000035	0.000013	0.000001	0.000000
rationalPower1,4,16,1	889	313814094	SUM	days	months	0.000003	0.000119	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	months	seconds	0.053609	0.000065	0.048490	0.000000
rationalPower1,4,16,1	889	313814094	SUM	months	minutes	0.007877	0.000020	0.000681	0.000000
rationalPower1,4,16,1	889	313814094	SUM	months	hours	0.001208	0.000004	0.000051	0.000000
rationalPower1,4,16,1	889	313814094	SUM	months	days	0.000079	0.000082	0.000002	0.000000
rationalPower1,4,16,1	889	313814094	SUM	months	months	0.000012	0.000030	0.000000	0.000000
rationalPower1,4,16,1	889	313814094	SUM	years	seconds	0.984669	0.000000	2.000000	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	subsecond	seconds	0.012068	0.000000	0.060109	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	subsecond	minutes	0.000601	0.000017	0.003922	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	subsecond	hours	0.000120	0.000043	0.000479	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	subsecond	days	0.000009	0.000138	0.000050	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	subsecond	months	0.000003	0.000091	0.000009	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	subsecond	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	seconds	seconds	0.031491	0.000003	0.160021	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	seconds	minutes	0.000890	0.000011	0.004536	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	seconds	hours	0.000101	0.000136	0.000477	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	seconds	days	0.000009	0.000269	0.000050	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	seconds	months	0.000003	0.000344	0.000009	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	seconds	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	minutes	seconds	0.051356	0.000007	0.283059	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	minutes	minutes	0.001687	0.000012	0.009249	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	minutes	hours	0.000107	0.000074	0.000532	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	minutes	days	0.000010	0.000149	0.000050	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	minutes	months	0.000003	0.000455	0.000010	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	hours	seconds	0.064390	0.000002	0.318190	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	hours	minutes	0.004385	0.000024	0.020710	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	hours	hours	0.000213	0.000062	0.000981	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	hours	days	0.000012	0.000099	0.000057	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	hours	months	0.000002	0.000174	0.000008	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	days	seconds	0.056893	0.000011	0.323135	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	days	minutes	0.006897	0.000014	0.033967	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	days	hours	0.000535	0.000003	0.002642	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	days	days	0.000019	0.000036	0.000101	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	days	months	0.000002	0.000166	0.000010	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	months	seconds	0.046310	0.000002	0.323879	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	months	minutes	0.006961	0.000002	0.037158	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	months	hours	0.001001	0.000004	0.004981	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	months	days	0.000050	0.000009	0.000233	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	months	months	0.000007	0.000015	0.000024	0.000000
rationalPower1,2,1,1	1428	313814094	COUNT	years	seconds	0.495020	0.001000	2.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	subsecond	seconds	0.014359	0.000017	0.007231	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	subsecond	minutes	0.000679	0.000017	0.000220	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	subsecond	hours	0.000142	0.000043	0.000015	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	subsecond	days	0.000009	0.000069	0.000001	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	subsecond	months	0.000004	0.001000	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	subsecond	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	seconds	seconds	0.042569	0.000011	0.043902	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	seconds	minutes	0.000984	0.000034	0.000242	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	seconds	hours	0.000118	0.000229	0.000015	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	seconds	days	0.000010	0.000363	0.000001	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	seconds	months	0.000004	0.000424	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	seconds	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	minutes	seconds	0.069604	0.000003	0.047613	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	minutes	minutes	0.001941	0.000014	0.000351	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	minutes	hours	0.000121	0.000180	0.000015	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	minutes	days	0.000011	0.000352	0.000001	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	minutes	months	0.000003	0.000328	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	hours	seconds	0.093665	0.000002	0.048344	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	hours	minutes	0.005112	0.000017	0.000523	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	hours	hours	0.000217	0.000047	0.000021	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	hours	days	0.000013	0.000060	0.000001	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	hours	months	0.000002	0.000174	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	days	seconds	0.080782	0.000001	0.048474	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	days	minutes	0.007919	0.000002	0.000654	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	days	hours	0.000632	0.000030	0.000035	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	days	days	0.000023	0.000025	0.000001	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	days	months	0.000002	0.000107	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	months	seconds	0.053373	0.000002	0.048499	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	months	minutes	0.007934	0.000032	0.000679	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	months	hours	0.001289	0.000004	0.000048	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	months	days	0.000061	0.000016	0.000002	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	months	months	0.000008	0.000076	0.000000	0.000000
rationalPower1,2,1,1	1428	313814094	SUM	years	seconds	0.984663	0.000000	2.000000	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	subsecond	seconds	0.008483	0.000000	0.034498	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	subsecond	minutes	0.000547	0.000237	0.002814	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	subsecond	hours	0.000062	0.000087	0.000344	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	subsecond	days	0.000011	0.000172	0.000047	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	subsecond	months	0.000002	0.000091	0.000009	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	subsecond	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	seconds	seconds	0.017319	0.000009	0.119089	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	seconds	minutes	0.000637	0.000010	0.003065	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	seconds	hours	0.000053	0.000031	0.000348	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	seconds	days	0.000011	0.000056	0.000047	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	seconds	months	0.000002	0.000119	0.000009	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	seconds	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	minutes	seconds	0.046428	0.000003	0.251602	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	minutes	minutes	0.001245	0.000005	0.006506	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	minutes	hours	0.000083	0.000029	0.000403	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	minutes	days	0.000010	0.000054	0.000046	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	minutes	months	0.000002	0.000123	0.000008	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	hours	seconds	0.065421	0.000001	0.313887	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	hours	minutes	0.003526	0.000002	0.017401	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	hours	hours	0.000136	0.000009	0.000754	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	hours	days	0.000010	0.000039	0.000051	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	hours	months	0.000002	0.000142	0.000009	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	days	seconds	0.056796	0.000006	0.323044	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	days	minutes	0.007146	0.000016	0.033566	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	days	hours	0.000621	0.000003	0.002646	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	days	days	0.000027	0.000050	0.000104	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	days	months	0.000002	0.000034	0.000011	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	months	seconds	0.045822	0.000002	0.323864	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	months	minutes	0.007252	0.000002	0.037186	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	months	hours	0.001008	0.000004	0.005084	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	months	days	0.000047	0.000000	0.000246	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	months	months	0.000005	0.000015	0.000024	0.000000
rationalPower1,4,32,1	1523	313814094	COUNT	years	seconds	0.495025	0.000000	2.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	subsecond	seconds	0.009952	0.000017	0.005618	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	subsecond	minutes	0.000690	0.000051	0.000189	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	subsecond	hours	0.000080	0.000000	0.000012	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	subsecond	days	0.000010	0.000172	0.000001	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	subsecond	months	0.000003	0.000182	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	subsecond	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	seconds	seconds	0.028112	0.000007	0.042215	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	seconds	minutes	0.000723	0.000007	0.000199	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	seconds	hours	0.000074	0.000037	0.000012	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	seconds	days	0.000010	0.000090	0.000001	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	seconds	months	0.000003	0.000208	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	seconds	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	minutes	seconds	0.063731	0.000003	0.046803	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	minutes	minutes	0.001494	0.000009	0.000294	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	minutes	hours	0.000098	0.000038	0.000013	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	minutes	days	0.000012	0.000084	0.000001	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	minutes	months	0.000002	0.000106	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	hours	seconds	0.093969	0.000027	0.048207	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	hours	minutes	0.004319	0.000004	0.000479	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	hours	hours	0.000183	0.000011	0.000019	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	hours	days	0.000012	0.000069	0.000001	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	hours	months	0.000002	0.000154	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	days	seconds	0.080141	0.000002	0.048469	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	days	minutes	0.007972	0.000004	0.000650	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	days	hours	0.000660	0.000001	0.000035	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	days	days	0.000027	0.000021	0.000001	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	days	months	0.000003	0.000063	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	months	seconds	0.053359	0.000026	0.048494	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	months	minutes	0.008078	0.000029	0.000679	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	months	hours	0.001232	0.000000	0.000048	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	months	days	0.000051	0.000006	0.000002	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	months	months	0.000006	0.000030	0.000000	0.000000
rationalPower1,4,32,1	1523	313814094	SUM	years	seconds	0.984669	0.000000	2.000000	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	subsecond	seconds	0.009304	0.000017	0.051172	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	subsecond	minutes	0.000609	0.000034	0.003187	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	subsecond	hours	0.000064	0.000435	0.000388	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	subsecond	days	0.000008	0.000172	0.000040	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	subsecond	months	0.000002	0.000455	0.000008	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	subsecond	years	0.000000	0.001000	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	seconds	seconds	0.023473	0.000006	0.146257	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	seconds	minutes	0.000772	0.000021	0.003704	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	seconds	hours	0.000064	0.000091	0.000372	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	seconds	days	0.000008	0.000224	0.000040	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	seconds	months	0.000002	0.000471	0.000008	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	seconds	years	0.000000	0.000000	0.000000	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	minutes	seconds	0.048745	0.000004	0.267075	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	minutes	minutes	0.001627	0.000018	0.007635	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	minutes	hours	0.000084	0.000101	0.000428	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	minutes	days	0.000008	0.000231	0.000039	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	minutes	months	0.000002	0.000351	0.000007	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	hours	seconds	0.064748	0.000009	0.315117	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	hours	minutes	0.003569	0.000035	0.017955	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	hours	hours	0.000138	0.000151	0.000783	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	hours	days	0.000009	0.000126	0.000044	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	hours	months	0.000001	0.000344	0.000007	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	days	seconds	0.057425	0.000029	0.322662	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	days	minutes	0.007003	0.000082	0.031611	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	days	hours	0.000505	0.000006	0.002089	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	days	days	0.000021	0.000050	0.000077	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	days	months	0.000002	0.000345	0.000008	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	months	seconds	0.045544	0.000005	0.323813	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	months	minutes	0.007412	0.000003	0.036746	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	months	hours	0.000982	0.000123	0.004410	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	months	days	0.000037	0.000022	0.000187	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	months	months	0.000004	0.000424	0.000019	0.000000
rationalPower1,2,2,1	2278	313814094	COUNT	years	seconds	0.495020	0.000000	2.000000	0.000000
rationalPower1,2,2,1	2278	313814094	SUM	subsecond	seconds	0.011638	0.000000	0.006638	0.000000
