#decay	# windows in store	# elements in stream	query	age class	length class	error:mean	latency:mean	ci-width:mean	ci-miss-rate
rationalPower1,2,2,1	2278	313814094	BF	days	minutes	0.000000	0.000029	0.674361	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	hours	0.000000	0.000036	0.145097	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	days	0.000000	0.000027	0.018164	0.000000
rationalPower1,2,2,1	2278	313814094	BF	days	months	0.000000	0.000041	0.011256	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	seconds	0.177196	0.000031	0.998668	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	minutes	0.000000	0.000020	0.926221	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	hours	0.000000	0.000051	0.429322	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	days	0.000000	0.000038	0.049674	0.000000
rationalPower1,2,2,1	2278	313814094	BF	months	months	0.000000	0.000030	0.014790	0.000000
rationalPower1,2,2,1	2278	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	seconds	0.067797	0.000000	0.045382	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	minutes	0.000000	0.000068	0.022735	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	hours	0.000000	0.000087	0.014290	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	days	0.000000	0.000172	0.011426	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	months	0.000000	0.000091	0.010640	0.000000
rationalPower1,2,4,1	3578	313814094	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	seconds	0.048549	0.000029	0.128418	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	minutes	0.000000	0.000033	0.024957	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	hours	0.000000	0.000046	0.014558	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	days	0.000000	0.000050	0.011381	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	months	0.000000	0.000077	0.010637	0.000000
rationalPower1,2,4,1	3578	313814094	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	seconds	0.161735	0.000016	0.558485	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	minutes	0.000000	0.000008	0.056787	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	hours	0.000000	0.000034	0.015485	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	days	0.000000	0.000038	0.011430	0.000000
rationalPower1,2,4,1	3578	313814094	BF	minutes	months	0.000000	0.000099	0.010638	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	seconds	0.179071	0.000023	0.895540	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	minutes	0.000000	0.000025	0.211534	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	hours	0.000000	0.000038	0.025516	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	days	0.000000	0.000052	0.011721	0.000000
rationalPower1,2,4,1	3578	313814094	BF	hours	months	0.000000	0.000099	0.010648	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	seconds	0.171245	0.000033	0.985739	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	minutes	0.000000	0.000022	0.611758	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	hours	0.000000	0.000025	0.110002	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	days	0.000000	0.000032	0.015784	0.000000
rationalPower1,2,4,1	3578	313814094	BF	days	months	0.000000	0.000038	0.010850	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	seconds	0.177196	0.000032	0.997684	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	minutes	0.000000	0.000023	0.878494	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	hours	0.000000	0.000032	0.307010	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	days	0.000000	0.000031	0.032641	0.000000
rationalPower1,2,4,1	3578	313814094	BF	months	months	0.000000	0.000076	0.012542	0.000000
rationalPower1,2,4,1	3578	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	seconds	0.067797	0.000017	0.039945	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	minutes	0.000000	0.000017	0.018849	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	hours	0.000000	0.000043	0.012474	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	days	0.000000	0.000138	0.010951	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	months	0.000000	0.000364	0.010419	0.000000
rationalPower1,2,8,1	5722	313814094	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	seconds	0.031600	0.000028	0.089299	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	minutes	0.000000	0.000026	0.019857	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	hours	0.000000	0.000027	0.012719	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	days	0.000000	0.000046	0.010906	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	months	0.000000	0.000154	0.010416	0.000000
rationalPower1,2,8,1	5722	313814094	BF	seconds	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	seconds	0.147371	0.000008	0.464775	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	minutes	0.000000	0.000008	0.042010	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	hours	0.000000	0.000035	0.013554	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	days	0.000000	0.000048	0.010920	0.000000
rationalPower1,2,8,1	5722	313814094	BF	minutes	months	0.000000	0.000085	0.010324	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	seconds	0.178335	0.000024	0.832095	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	minutes	0.000000	0.000030	0.155759	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	hours	0.000000	0.000083	0.020466	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	days	0.000000	0.000054	0.011095	0.000000
rationalPower1,2,8,1	5722	313814094	BF	hours	months	0.000000	0.000154	0.010391	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	seconds	0.171245	0.000020	0.979959	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	minutes	0.000000	0.000019	0.517121	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	hours	0.000000	0.000016	0.079524	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	days	0.000000	0.000062	0.013510	0.000000
rationalPower1,2,8,1	5722	313814094	BF	days	months	0.000000	0.000150	0.010522	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	seconds	0.177196	0.000002	0.996415	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	minutes	0.000000	0.000039	0.809346	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	hours	0.000000	0.000032	0.241222	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	days	0.000000	0.000119	0.025254	0.000000
rationalPower1,2,8,1	5722	313814094	BF	months	months	0.000000	0.000106	0.011674	0.000000
rationalPower1,2,8,1	5722	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	seconds	0.050847	0.000017	0.029284	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	minutes	0.000000	0.000017	0.015810	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	hours	0.000000	0.000000	0.011525	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	days	0.000000	0.000034	0.010622	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	months	0.000000	0.000000	0.010325	0.000000
rationalPower1,2,16,1	9024	313814094	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	seconds	0.027578	0.000022	0.061179	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	minutes	0.000000	0.000021	0.016487	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	hours	0.000000	0.000039	0.011766	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	days	0.000000	0.000065	0.010605	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	months	0.000000	0.000091	0.010322	0.000000
rationalPower1,2,16,1	9024	313814094	BF	seconds	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	seconds	0.126400	0.000023	0.366708	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	minutes	0.000000	0.000017	0.032130	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	hours	0.000000	0.000018	0.012185	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	days	0.000000	0.000059	0.010576	0.000000
rationalPower1,2,16,1	9024	313814094	BF	minutes	months	0.000000	0.000099	0.010251	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	seconds	0.177598	0.000012	0.788132	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	minutes	0.000000	0.000004	0.116373	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	hours	0.000000	0.000028	0.016841	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	days	0.000000	0.000028	0.010702	0.000000
rationalPower1,2,16,1	9024	313814094	BF	hours	months	0.000000	0.000079	0.010253	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	seconds	0.171245	0.000007	0.967894	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	minutes	0.000000	0.000001	0.425875	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	hours	0.000000	0.000007	0.055694	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	days	0.000000	0.000012	0.012140	0.000000
rationalPower1,2,16,1	9024	313814094	BF	days	months	0.000000	0.000072	0.010314	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	seconds	0.177196	0.000009	0.994395	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	minutes	0.000000	0.000000	0.744095	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	hours	0.000000	0.000008	0.177129	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	days	0.000000	0.000069	0.019288	0.000000
rationalPower1,2,16,1	9024	313814094	BF	months	months	0.000000	0.000015	0.011113	0.000000
rationalPower1,2,16,1	9024	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	seconds	0.084746	0.000000	0.022168	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	minutes	0.000000	0.000000	0.013487	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	hours	0.000000	0.000043	0.011245	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	days	0.000000	0.000069	0.010326	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	months	0.000000	0.000091	0.010143	0.000000
rationalPower1,2,32,1	13896	313814094	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	seconds	0.025280	0.000003	0.049945	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	minutes	0.000000	0.000005	0.014066	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	hours	0.000000	0.000013	0.011222	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	days	0.000000	0.000064	0.010361	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	months	0.000000	0.000219	0.010140	0.000000
rationalPower1,2,32,1	13896	313814094	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	seconds	0.092789	0.000002	0.267879	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	minutes	0.000000	0.000002	0.023266	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	hours	0.000000	0.000021	0.011606	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	days	0.000000	0.000052	0.010389	0.000000
rationalPower1,2,32,1	13896	313814094	BF	minutes	months	0.000000	0.000171	0.010136	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	seconds	0.174650	0.000001	0.732250	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	minutes	0.000000	0.000004	0.102046	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	hours	0.000000	0.000006	0.015171	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	days	0.000000	0.000055	0.010478	0.000000
rationalPower1,2,32,1	13896	313814094	BF	hours	months	0.000000	0.000166	0.010153	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	seconds	0.171245	0.000006	0.952847	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	minutes	0.000000	0.000001	0.348305	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	hours	0.000000	0.000003	0.040467	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	days	0.000000	0.000023	0.011349	0.000000
rationalPower1,2,32,1	13896	313814094	BF	days	months	0.000000	0.000116	0.010205	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	seconds	0.177196	0.000002	0.991522	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	minutes	0.000000	0.000003	0.686701	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	hours	0.000000	0.000004	0.146015	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	days	0.000000	0.000006	0.017163	0.000000
rationalPower1,2,32,1	13896	313814094	BF	months	months	0.000000	0.000091	0.010681	0.000000
rationalPower1,2,32,1	13896	313814094	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	seconds	0.033898	0.000136	0.032485	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	minutes	0.000000	0.000203	0.014462	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	hours	0.000000	0.000870	0.010700	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	days	0.000000	0.000552	0.010169	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	months	0.000000	0.001455	0.010043	0.000000
rationalPower1,1,1,1	36385	313814094	BF	subsecond	years	0.000000	0.008000	0.010000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	seconds	0.033898	0.000081	0.087403	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	minutes	0.000000	0.000066	0.016049	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	hours	0.000000	0.000088	0.010969	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	days	0.000000	0.000211	0.010178	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	months	0.000000	0.000743	0.010040	0.000000
rationalPower1,1,1,1	36385	313814094	BF	seconds	years	0.000000	0.017000	0.010000	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	seconds	0.108302	0.000016	0.310629	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	minutes	0.000000	0.000048	0.026351	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	hours	0.000000	0.000144	0.011291	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	days	0.000000	0.000274	0.010185	0.000000
rationalPower1,1,1,1	36385	313814094	BF	minutes	months	0.000000	0.000521	0.010044	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	seconds	0.175387	0.000066	0.669725	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	minutes	0.000000	0.000051	0.075678	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	hours	0.000000	0.000072	0.013211	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	days	0.000000	0.000198	0.010238	0.000000
rationalPower1,1,1,1	36385	313814094	BF	hours	months	0.000000	0.000632	0.010050	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	seconds	0.171245	0.000033	0.907894	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	minutes	0.000000	0.000036	0.223345	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	hours	0.000000	0.000009	0.025102	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	days	0.000000	0.000117	0.010603	0.000000
rationalPower1,1,1,1	36385	313814094	BF	days	months	0.000000	0.000439	0.010070	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	seconds	0.177196	0.000017	0.970762	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	minutes	0.000000	0.000039	0.438235	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	hours	0.000000	0.000158	0.059393	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	days	0.000000	0.000219	0.012162	0.000000
rationalPower1,1,1,1	36385	313814094	BF	months	months	0.000000	0.000394	0.010169	0.000000
rationalPower1,1,1,1	36385	313814094	BF	years	seconds	1.000000	0.017000	1.000000	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	seconds	0.084746	0.000068	0.025613	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	minutes	0.000000	0.000000	0.013700	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	hours	0.000000	0.000217	0.010693	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	days	0.000000	0.000241	0.010124	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	months	0.000000	0.000818	0.010033	0.000000
rationalPower1,1,2,1	51265	313814094	BF	subsecond	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	seconds	0.024418	0.000068	0.064736	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	minutes	0.000000	0.000069	0.014535	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	hours	0.000000	0.000083	0.010701	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	days	0.000000	0.000268	0.010116	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	months	0.000000	0.000482	0.010030	0.000000
rationalPower1,1,2,1	51265	313814094	BF	seconds	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	seconds	0.093939	0.000103	0.268916	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	minutes	0.000000	0.000093	0.022036	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	hours	0.000000	0.000144	0.010913	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	days	0.000000	0.000219	0.010129	0.000000
rationalPower1,1,2,1	51265	313814094	BF	minutes	months	0.000000	0.000379	0.010032	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	seconds	0.170228	0.000098	0.588663	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	minutes	0.000000	0.000088	0.052833	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	hours	0.000000	0.000028	0.012377	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	days	0.000000	0.000187	0.010167	0.000000
rationalPower1,1,2,1	51265	313814094	BF	hours	months	0.000000	0.000320	0.010038	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	seconds	0.171245	0.000083	0.871667	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	minutes	0.000000	0.000071	0.184589	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	hours	0.000000	0.000120	0.021432	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	days	0.000000	0.000178	0.010436	0.000000
rationalPower1,1,2,1	51265	313814094	BF	days	months	0.000000	0.000505	0.010052	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	seconds	0.177196	0.000077	0.959372	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	minutes	0.000000	0.000079	0.380667	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	hours	0.000000	0.000170	0.047705	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	days	0.000000	0.000103	0.011506	0.000000
rationalPower1,1,2,1	51265	313814094	BF	months	months	0.000000	0.000212	0.010126	0.000000
rationalPower1,1,2,1	51265	313814094	BF	years	seconds	1.000000	0.000000	0.999999	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	seconds	0.084746	0.000000	0.019960	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	minutes	0.000000	0.000017	0.012599	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	hours	0.000000	0.000304	0.010507	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	days	0.000000	0.000276	0.010093	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	months	0.000000	0.000364	0.010021	0.000000
rationalPower1,1,4,1	72711	313814094	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	seconds	0.021546	0.000061	0.051279	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	minutes	0.000000	0.000084	0.013111	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	hours	0.000000	0.000030	0.010512	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	days	0.000000	0.000177	0.010092	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	months	0.000000	0.000912	0.010020	0.000000
rationalPower1,1,4,1	72711	313814094	BF	seconds	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	seconds	0.076702	0.000009	0.204224	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	minutes	0.000000	0.000019	0.019087	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	hours	0.000000	0.000065	0.010663	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	days	0.000000	0.000205	0.010093	0.000000
rationalPower1,1,4,1	72711	313814094	BF	minutes	months	0.000000	0.000565	0.010023	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	seconds	0.157701	0.000100	0.543619	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	minutes	0.000000	0.000374	0.049815	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	hours	0.000000	0.000113	0.011655	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	days	0.000000	0.000220	0.010121	0.000000
rationalPower1,1,4,1	72711	313814094	BF	hours	months	0.000000	0.006375	0.010026	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	seconds	0.171245	0.000060	0.828658	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	minutes	0.000000	0.000310	0.135456	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	hours	0.000000	0.000117	0.016717	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	days	0.000000	0.000124	0.010295	0.000000
rationalPower1,1,4,1	72711	313814094	BF	days	months	0.000000	0.000627	0.010033	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	seconds	0.177196	0.000068	0.941090	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	minutes	0.000000	0.000097	0.304897	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	hours	0.000000	0.000885	0.035718	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	days	0.000000	0.000169	0.010940	0.000000
rationalPower1,1,4,1	72711	313814094	BF	months	months	0.000000	0.000364	0.010082	0.000000
rationalPower1,1,4,1	72711	313814094	BF	years	seconds	1.000000	0.000000	0.999999	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	seconds	0.067797	0.000017	0.019950	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	minutes	0.000000	0.000000	0.011596	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	hours	0.000000	0.000043	0.010321	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	days	0.000000	0.000241	0.010071	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	months	0.000000	0.000636	0.010019	0.000000
rationalPower1,1,8,1	102483	313814094	BF	subsecond	years	0.000000	0.002000	0.010000	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	seconds	0.027291	0.000007	0.035914	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	minutes	0.000000	0.000007	0.012383	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	hours	0.000000	0.000041	0.010348	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	days	0.000000	0.000256	0.010061	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	months	0.000000	0.000770	0.010017	0.000000
rationalPower1,1,8,1	102483	313814094	BF	seconds	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	seconds	0.067222	0.000010	0.174217	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	minutes	0.000000	0.000006	0.016503	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	hours	0.000000	0.000032	0.010465	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	days	0.000000	0.000253	0.010065	0.000000
rationalPower1,1,8,1	102483	313814094	BF	minutes	months	0.000000	0.001034	0.010016	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	seconds	0.153279	0.000004	0.471843	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	minutes	0.000000	0.000008	0.037567	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	hours	0.000000	0.000021	0.011105	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	days	0.000000	0.000280	0.010084	0.000000
rationalPower1,1,8,1	102483	313814094	BF	hours	months	0.000000	0.000545	0.010018	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	seconds	0.170660	0.000005	0.773970	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	minutes	0.000000	0.000005	0.106355	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	hours	0.000000	0.000006	0.014928	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	days	0.000000	0.000102	0.010222	0.000000
rationalPower1,1,8,1	102483	313814094	BF	days	months	0.000000	0.000771	0.010023	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	seconds	0.177196	0.000003	0.918996	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	minutes	0.000000	0.000003	0.232432	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	hours	0.000000	0.000091	0.025832	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	days	0.000000	0.000038	0.010591	0.000000
rationalPower1,1,8,1	102483	313814094	BF	months	months	0.000000	0.000212	0.010069	0.000000
rationalPower1,1,8,1	102483	313814094	BF	years	seconds	1.000000	0.000000	0.999998	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	seconds	0.101695	0.000017	0.017167	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	minutes	0.000000	0.000017	0.011197	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	hours	0.000000	0.000043	0.010286	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	days	0.000000	0.000379	0.010048	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	months	0.000000	0.002909	0.010013	0.000000
rationalPower1,1,16,1	145353	313814094	BF	subsecond	years	0.000000	0.004000	0.010000	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	seconds	0.036484	0.000015	0.029987	0.000000
rationalPower1,1,16,1	145353	313814094	BF	seconds	minutes	0.000000	0.000033	0.011689	0.000000
