#decay	# windows in store	# elements in stream	query	age class	length class	error:p95	latency:p95	ci-width:p95	ci-miss-rate
rationalPower1,2,32,1	13896	313814094	SUM	minutes	minutes	0.002733	0.000500	0.000700	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	minutes	hours	0.000132	0.002000	0.000027	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	minutes	days	0.000013	0.001500	0.000002	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	minutes	months	0.000002	0.003499	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	hours	seconds	0.265529	0.000500	0.064447	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	hours	minutes	0.008598	0.000500	0.001283	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	hours	hours	0.000312	0.000500	0.000047	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	hours	days	0.000014	0.001000	0.000002	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	hours	months	0.000002	0.003500	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	days	seconds	0.276796	0.000500	0.065835	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	days	minutes	0.013872	0.000500	0.001848	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	days	hours	0.000773	0.000500	0.000070	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	days	days	0.000020	0.001000	0.000003	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	days	months	0.000002	0.001500	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	months	seconds	0.171015	0.000500	0.066848	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	months	minutes	0.020068	0.000500	0.002235	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	months	hours	0.001425	0.000500	0.000109	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	months	days	0.000048	0.002500	0.000004	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	months	months	0.000004	0.001000	0.000000	0.000000
rationalPower1,2,32,1	13896	313814094	SUM	years	seconds	0.984649	0.000000	2.000000	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	subsecond	seconds	0.038452	0.000500	0.122712	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	subsecond	minutes	0.001278	0.000500	0.007125	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	subsecond	hours	0.000072	0.001000	0.000373	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	subsecond	days	0.000008	0.001000	0.000033	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	subsecond	months	0.000001	0.006000	0.000005	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	subsecond	years	0.000000	0.021000	0.000000	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	seconds	seconds	0.050230	0.000500	0.368960	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	seconds	minutes	0.001315	0.000432	0.006334	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	seconds	hours	0.000081	0.001496	0.000425	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	seconds	days	0.000007	0.003489	0.000035	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	seconds	months	0.000001	0.025464	0.000005	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	seconds	years	0.000000	0.006000	0.000000	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	minutes	seconds	0.115509	0.000500	0.698468	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	minutes	minutes	0.002438	0.000497	0.011773	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	minutes	hours	0.000110	0.001496	0.000494	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	minutes	days	0.000008	0.003485	0.000036	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	minutes	months	0.000001	0.010495	0.000004	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	hours	seconds	0.175570	0.000500	0.821174	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	hours	minutes	0.005737	0.000500	0.029273	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	hours	hours	0.000200	0.001383	0.001030	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	hours	days	0.000009	0.002421	0.000042	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	hours	months	0.000001	0.117891	0.000004	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	days	seconds	0.173469	0.000500	0.853581	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	days	minutes	0.013456	0.000500	0.060990	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	days	hours	0.000471	0.000432	0.002200	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	days	days	0.000018	0.001384	0.000081	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	days	months	0.000001	0.007425	0.000006	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	months	seconds	0.139413	0.000500	0.868441	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	months	minutes	0.013451	0.000500	0.077389	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	months	hours	0.000824	0.000500	0.004076	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	months	days	0.000035	0.864846	0.000160	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	months	months	0.000003	0.005369	0.000011	0.000000
rationalPower1,1,1,1	36385	313814094	COUNT	years	seconds	0.495030	0.000000	2.000000	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	subsecond	seconds	0.076146	0.000000	0.031511	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	subsecond	minutes	0.001331	0.876851	0.000667	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	subsecond	hours	0.000090	0.001000	0.000026	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	subsecond	days	0.000011	0.007999	0.000002	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	subsecond	months	0.000002	0.007000	0.000000	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	subsecond	years	0.000000	0.015000	0.000000	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	seconds	seconds	0.082637	0.000500	0.038846	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	seconds	minutes	0.001462	0.001382	0.000542	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	seconds	hours	0.000083	0.002421	0.000025	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	seconds	days	0.000009	0.002465	0.000001	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	seconds	months	0.000001	0.010876	0.000000	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	seconds	years	0.000000	0.013000	0.000000	0.000000
rationalPower1,1,1,1	36385	313814094	SUM	minutes	seconds	0.174084	0.000500	0.055581	0.000000
