#decay	# windows in store	# elements in stream	query	age class	length class	error:mean	latency:p95	ci-width:p95	ci-miss-rate
rationalPower1,4,1,1	102	313836223	BF	seconds	minutes	0.000287	0.000500	0.308218	0.000000
rationalPower1,4,1,1	102	313836223	BF	seconds	hours	0.000000	0.000500	0.207912	0.000000
rationalPower1,4,1,1	102	313836223	BF	seconds	days	0.000000	0.000500	0.113193	0.000000
rationalPower1,4,1,1	102	313836223	BF	seconds	months	0.000000	0.000500	0.069265	0.000000
rationalPower1,4,1,1	102	313836223	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,1,1	102	313836223	BF	minutes	seconds	0.176673	0.000500	0.995049	0.000000
rationalPower1,4,1,1	102	313836223	BF	minutes	minutes	0.000000	0.000500	0.714768	0.000000
rationalPower1,4,1,1	102	313836223	BF	minutes	hours	0.000000	0.000500	0.261167	0.000000
rationalPower1,4,1,1	102	313836223	BF	minutes	days	0.000000	0.000500	0.112439	0.000000
rationalPower1,4,1,1	102	313836223	BF	minutes	months	0.000000	0.000500	0.069145	0.000000
rationalPower1,4,1,1	102	313836223	BF	hours	seconds	0.182019	0.000500	0.999784	0.000000
rationalPower1,4,1,1	102	313836223	BF	hours	minutes	0.000737	0.000500	0.981861	0.000000
rationalPower1,4,1,1	102	313836223	BF	hours	hours	0.000000	0.000500	0.666456	0.000000
rationalPower1,4,1,1	102	313836223	BF	hours	days	0.000000	0.000500	0.138669	0.000000
rationalPower1,4,1,1	102	313836223	BF	hours	months	0.000000	0.000500	0.065866	0.000000
rationalPower1,4,1,1	102	313836223	BF	days	seconds	0.192870	0.000500	0.999979	0.000000
rationalPower1,4,1,1	102	313836223	BF	days	minutes	0.000000	0.000500	0.998333	0.000000
rationalPower1,4,1,1	102	313836223	BF	days	hours	0.000000	0.000500	0.959750	0.000000
rationalPower1,4,1,1	102	313836223	BF	days	days	0.000000	0.000500	0.478610	0.000000
rationalPower1,4,1,1	102	313836223	BF	days	months	0.000000	0.000500	0.094712	0.000000
rationalPower1,4,1,1	102	313836223	BF	months	seconds	0.164869	0.000500	0.999998	0.000000
rationalPower1,4,1,1	102	313836223	BF	months	minutes	0.000000	0.000500	0.999770	0.000000
rationalPower1,4,1,1	102	313836223	BF	months	hours	0.000000	0.000500	0.996200	0.000000
rationalPower1,4,1,1	102	313836223	BF	months	days	0.000000	0.000500	0.864181	0.000000
rationalPower1,4,1,1	102	313836223	BF	months	months	0.000000	0.001000	0.333073	0.000000
rationalPower1,4,1,1	102	313836223	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,4,2,1	175	313836223	BF	subsecond	seconds	0.033898	0.002000	0.425446	0.000000
rationalPower1,4,2,1	175	313836223	BF	subsecond	minutes	0.000000	0.001500	0.273223	0.000000
rationalPower1,4,2,1	175	313836223	BF	subsecond	hours	0.000000	0.000500	0.134349	0.000000
rationalPower1,4,2,1	175	313836223	BF	subsecond	days	0.000000	0.001000	0.079094	0.000000
rationalPower1,4,2,1	175	313836223	BF	subsecond	months	0.000000	0.000000	0.039479	0.000000
rationalPower1,4,2,1	175	313836223	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,4,2,1	175	313836223	BF	seconds	seconds	0.127550	0.000500	0.843616	0.000000
rationalPower1,4,2,1	175	313836223	BF	seconds	minutes	0.000287	0.000500	0.259373	0.000000
rationalPower1,4,2,1	175	313836223	BF	seconds	hours	0.000000	0.000500	0.120784	0.000000
rationalPower1,4,2,1	175	313836223	BF	seconds	days	0.000000	0.000500	0.070545	0.000000
rationalPower1,4,2,1	175	313836223	BF	seconds	months	0.000000	0.000500	0.039473	0.000000
rationalPower1,4,2,1	175	313836223	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,2,1	175	313836223	BF	minutes	seconds	0.176961	0.000500	0.992649	0.000000
rationalPower1,4,2,1	175	313836223	BF	minutes	minutes	0.000000	0.000500	0.643750	0.000000
rationalPower1,4,2,1	175	313836223	BF	minutes	hours	0.000000	0.000500	0.154573	0.000000
rationalPower1,4,2,1	175	313836223	BF	minutes	days	0.000000	0.000500	0.070086	0.000000
rationalPower1,4,2,1	175	313836223	BF	minutes	months	0.000000	0.000500	0.039181	0.000000
rationalPower1,4,2,1	175	313836223	BF	hours	seconds	0.182019	0.000500	0.999532	0.000000
rationalPower1,4,2,1	175	313836223	BF	hours	minutes	0.000737	0.000500	0.964467	0.000000
rationalPower1,4,2,1	175	313836223	BF	hours	hours	0.000000	0.000500	0.488011	0.000000
rationalPower1,4,2,1	175	313836223	BF	hours	days	0.000000	0.000500	0.085628	0.000000
rationalPower1,4,2,1	175	313836223	BF	hours	months	0.000000	0.000500	0.036645	0.000000
rationalPower1,4,2,1	175	313836223	BF	days	seconds	0.192870	0.000500	0.999964	0.000000
rationalPower1,4,2,1	175	313836223	BF	days	minutes	0.000000	0.000500	0.996954	0.000000
rationalPower1,4,2,1	175	313836223	BF	days	hours	0.000000	0.000500	0.926818	0.000000
rationalPower1,4,2,1	175	313836223	BF	days	days	0.000000	0.000500	0.304395	0.000000
rationalPower1,4,2,1	175	313836223	BF	days	months	0.000000	0.000500	0.067436	0.000000
rationalPower1,4,2,1	175	313836223	BF	months	seconds	0.164869	0.000500	0.999995	0.000000
rationalPower1,4,2,1	175	313836223	BF	months	minutes	0.000000	0.000500	0.999596	0.000000
rationalPower1,4,2,1	175	313836223	BF	months	hours	0.000000	0.000500	0.992708	0.000000
rationalPower1,4,2,1	175	313836223	BF	months	days	0.000000	0.000500	0.767979	0.000000
rationalPower1,4,2,1	175	313836223	BF	months	months	0.000000	0.000500	0.218318	0.000000
rationalPower1,4,2,1	175	313836223	BF	years	seconds	1.000000	0.002000	1.000000	0.000000
rationalPower1,4,4,1	302	313836223	BF	subsecond	seconds	0.067797	0.001000	0.337474	0.000000
rationalPower1,4,4,1	302	313836223	BF	subsecond	minutes	0.000000	0.000500	0.145589	0.000000
rationalPower1,4,4,1	302	313836223	BF	subsecond	hours	0.000000	0.000000	0.074422	0.000000
rationalPower1,4,4,1	302	313836223	BF	subsecond	days	0.000000	0.000000	0.049302	0.000000
rationalPower1,4,4,1	302	313836223	BF	subsecond	months	0.000000	0.001000	0.036663	0.000000
rationalPower1,4,4,1	302	313836223	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,4,4,1	302	313836223	BF	seconds	seconds	0.097099	0.000500	0.746807	0.000000
rationalPower1,4,4,1	302	313836223	BF	seconds	minutes	0.000287	0.000500	0.163186	0.000000
rationalPower1,4,4,1	302	313836223	BF	seconds	hours	0.000000	0.000500	0.073337	0.000000
rationalPower1,4,4,1	302	313836223	BF	seconds	days	0.000000	0.000500	0.047494	0.000000
rationalPower1,4,4,1	302	313836223	BF	seconds	months	0.000000	0.000500	0.036655	0.000000
rationalPower1,4,4,1	302	313836223	BF	seconds	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,4,4,1	302	313836223	BF	minutes	seconds	0.177248	0.000500	0.989897	0.000000
rationalPower1,4,4,1	302	313836223	BF	minutes	minutes	0.000000	0.000500	0.544694	0.000000
rationalPower1,4,4,1	302	313836223	BF	minutes	hours	0.000000	0.000500	0.086921	0.000000
rationalPower1,4,4,1	302	313836223	BF	minutes	days	0.000000	0.000500	0.046022	0.000000
rationalPower1,4,4,1	302	313836223	BF	minutes	months	0.000000	0.000500	0.036000	0.000000
rationalPower1,4,4,1	302	313836223	BF	hours	seconds	0.182019	0.000500	0.999040	0.000000
rationalPower1,4,4,1	302	313836223	BF	hours	minutes	0.000737	0.000500	0.924285	0.000000
rationalPower1,4,4,1	302	313836223	BF	hours	hours	0.000000	0.000500	0.341745	0.000000
rationalPower1,4,4,1	302	313836223	BF	hours	days	0.000000	0.000500	0.053308	0.000000
rationalPower1,4,4,1	302	313836223	BF	hours	months	0.000000	0.000500	0.033485	0.000000
rationalPower1,4,4,1	302	313836223	BF	days	seconds	0.192870	0.000500	0.999936	0.000000
rationalPower1,4,4,1	302	313836223	BF	days	minutes	0.000000	0.000500	0.994857	0.000000
rationalPower1,4,4,1	302	313836223	BF	days	hours	0.000000	0.000500	0.863816	0.000000
rationalPower1,4,4,1	302	313836223	BF	days	days	0.000000	0.000500	0.204257	0.000000
rationalPower1,4,4,1	302	313836223	BF	days	months	0.000000	0.000500	0.041758	0.000000
rationalPower1,4,4,1	302	313836223	BF	months	seconds	0.164869	0.000500	0.999992	0.000000
rationalPower1,4,4,1	302	313836223	BF	months	minutes	0.000000	0.000500	0.999333	0.000000
rationalPower1,4,4,1	302	313836223	BF	months	hours	0.000000	0.000500	0.982150	0.000000
rationalPower1,4,4,1	302	313836223	BF	months	days	0.000000	0.000500	0.661375	0.000000
rationalPower1,4,4,1	302	313836223	BF	months	months	0.000000	0.000500	0.140736	0.000000
rationalPower1,4,4,1	302	313836223	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,4,8,1	521	313836223	BF	subsecond	seconds	0.033898	0.000000	0.219181	0.000000
rationalPower1,4,8,1	521	313836223	BF	subsecond	minutes	0.000000	0.000500	0.092928	0.000000
rationalPower1,4,8,1	521	313836223	BF	subsecond	hours	0.000000	0.001000	0.043657	0.000000
rationalPower1,4,8,1	521	313836223	BF	subsecond	days	0.000000	0.001000	0.035484	0.000000
rationalPower1,4,8,1	521	313836223	BF	subsecond	months	0.000000	0.001000	0.026913	0.000000
rationalPower1,4,8,1	521	313836223	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,8,1	521	313836223	BF	seconds	seconds	0.074404	0.000500	0.587436	0.000000
rationalPower1,4,8,1	521	313836223	BF	seconds	minutes	0.000287	0.000500	0.106161	0.000000
rationalPower1,4,8,1	521	313836223	BF	seconds	hours	0.000000	0.000500	0.043145	0.000000
rationalPower1,4,8,1	521	313836223	BF	seconds	days	0.000000	0.000500	0.033484	0.000000
rationalPower1,4,8,1	521	313836223	BF	seconds	months	0.000000	0.000500	0.026903	0.000000
rationalPower1,4,8,1	521	313836223	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,8,1	521	313836223	BF	minutes	seconds	0.175237	0.000500	0.980145	0.000000
rationalPower1,4,8,1	521	313836223	BF	minutes	minutes	0.000000	0.000500	0.396124	0.000000
rationalPower1,4,8,1	521	313836223	BF	minutes	hours	0.000000	0.000500	0.059035	0.000000
rationalPower1,4,8,1	521	313836223	BF	minutes	days	0.000000	0.000500	0.031815	0.000000
rationalPower1,4,8,1	521	313836223	BF	minutes	months	0.000000	0.000500	0.026209	0.000000
rationalPower1,4,8,1	521	313836223	BF	hours	seconds	0.182019	0.000500	0.998232	0.000000
rationalPower1,4,8,1	521	313836223	BF	hours	minutes	0.000737	0.000500	0.884164	0.000000
rationalPower1,4,8,1	521	313836223	BF	hours	hours	0.000000	0.000500	0.230064	0.000000
rationalPower1,4,8,1	521	313836223	BF	hours	days	0.000000	0.000500	0.034554	0.000000
rationalPower1,4,8,1	521	313836223	BF	hours	months	0.000000	0.000500	0.023491	0.000000
rationalPower1,4,8,1	521	313836223	BF	days	seconds	0.192870	0.000500	0.999900	0.000000
rationalPower1,4,8,1	521	313836223	BF	days	minutes	0.000000	0.000500	0.991481	0.000000
rationalPower1,4,8,1	521	313836223	BF	days	hours	0.000000	0.000500	0.802791	0.000000
rationalPower1,4,8,1	521	313836223	BF	days	days	0.000000	0.000500	0.128078	0.000000
rationalPower1,4,8,1	521	313836223	BF	days	months	0.000000	0.000500	0.028518	0.000000
rationalPower1,4,8,1	521	313836223	BF	months	seconds	0.164869	0.000500	0.999985	0.000000
rationalPower1,4,8,1	521	313836223	BF	months	minutes	0.000000	0.000500	0.998835	0.000000
rationalPower1,4,8,1	521	313836223	BF	months	hours	0.000000	0.000500	0.967977	0.000000
rationalPower1,4,8,1	521	313836223	BF	months	days	0.000000	0.000500	0.563516	0.000000
rationalPower1,4,8,1	521	313836223	BF	months	months	0.000000	0.001000	0.112134	0.000000
rationalPower1,4,8,1	521	313836223	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,4,16,1	889	313836223	BF	subsecond	seconds	0.016949	0.000500	0.173488	0.000000
rationalPower1,4,16,1	889	313836223	BF	subsecond	minutes	0.000000	0.001000	0.065132	0.000000
rationalPower1,4,16,1	889	313836223	BF	subsecond	hours	0.000000	0.001000	0.032675	0.000000
rationalPower1,4,16,1	889	313836223	BF	subsecond	days	0.000000	0.000000	0.022521	0.000000
rationalPower1,4,16,1	889	313836223	BF	subsecond	months	0.000000	0.000000	0.018163	0.000000
rationalPower1,4,16,1	889	313836223	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,16,1	889	313836223	BF	seconds	seconds	0.063488	0.000500	0.520142	0.000000
rationalPower1,4,16,1	889	313836223	BF	seconds	minutes	0.000000	0.000500	0.076720	0.000000
rationalPower1,4,16,1	889	313836223	BF	seconds	hours	0.000000	0.000500	0.031853	0.000000
rationalPower1,4,16,1	889	313836223	BF	seconds	days	0.000000	0.000500	0.021840	0.000000
rationalPower1,4,16,1	889	313836223	BF	seconds	months	0.000000	0.000500	0.018152	0.000000
rationalPower1,4,16,1	889	313836223	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,16,1	889	313836223	BF	minutes	seconds	0.171502	0.000500	0.967641	0.000000
rationalPower1,4,16,1	889	313836223	BF	minutes	minutes	0.000000	0.000500	0.270274	0.000000
rationalPower1,4,16,1	889	313836223	BF	minutes	hours	0.000000	0.000500	0.041621	0.000000
rationalPower1,4,16,1	889	313836223	BF	minutes	days	0.000000	0.000500	0.021152	0.000000
rationalPower1,4,16,1	889	313836223	BF	minutes	months	0.000000	0.000500	0.017439	0.000000
rationalPower1,4,16,1	889	313836223	BF	hours	seconds	0.182019	0.000500	0.997393	0.000000
rationalPower1,4,16,1	889	313836223	BF	hours	minutes	0.000737	0.000500	0.808560	0.000000
rationalPower1,4,16,1	889	313836223	BF	hours	hours	0.000000	0.000500	0.137216	0.000000
rationalPower1,4,16,1	889	313836223	BF	hours	days	0.000000	0.000500	0.025050	0.000000
rationalPower1,4,16,1	889	313836223	BF	hours	months	0.000000	0.001500	0.016386	0.000000
rationalPower1,4,16,1	889	313836223	BF	days	seconds	0.192870	0.000500	0.999822	0.000000
rationalPower1,4,16,1	889	313836223	BF	days	minutes	0.000000	0.000500	0.984609	0.000000
rationalPower1,4,16,1	889	313836223	BF	days	hours	0.000000	0.000500	0.712235	0.000000
rationalPower1,4,16,1	889	313836223	BF	days	days	0.000000	0.000500	0.089508	0.000000
rationalPower1,4,16,1	889	313836223	BF	days	months	0.000000	0.000500	0.020647	0.000000
rationalPower1,4,16,1	889	313836223	BF	months	seconds	0.164869	0.000500	0.999975	0.000000
rationalPower1,4,16,1	889	313836223	BF	months	minutes	0.000000	0.000500	0.998055	0.000000
rationalPower1,4,16,1	889	313836223	BF	months	hours	0.000000	0.000500	0.944742	0.000000
rationalPower1,4,16,1	889	313836223	BF	months	days	0.000000	0.000500	0.403347	0.000000
rationalPower1,4,16,1	889	313836223	BF	months	months	0.000000	0.000500	0.072247	0.000000
rationalPower1,4,16,1	889	313836223	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,1,1	1429	313836223	BF	subsecond	seconds	0.033898	0.003500	0.228412	0.000000
rationalPower1,2,1,1	1429	313836223	BF	subsecond	minutes	0.000000	0.000500	0.097442	0.000000
rationalPower1,2,1,1	1429	313836223	BF	subsecond	hours	0.000000	0.002500	0.044706	0.000000
rationalPower1,2,1,1	1429	313836223	BF	subsecond	days	0.000000	0.003500	0.020557	0.000000
rationalPower1,2,1,1	1429	313836223	BF	subsecond	months	0.000000	0.007000	0.015650	0.000000
rationalPower1,2,1,1	1429	313836223	BF	subsecond	years	0.000000	0.003000	0.010000	0.000000
rationalPower1,2,1,1	1429	313836223	BF	seconds	seconds	0.072680	0.000500	0.583006	0.000000
rationalPower1,2,1,1	1429	313836223	BF	seconds	minutes	0.000287	0.000500	0.095470	0.000000
rationalPower1,2,1,1	1429	313836223	BF	seconds	hours	0.000000	0.000500	0.034182	0.000000
rationalPower1,2,1,1	1429	313836223	BF	seconds	days	0.000000	0.000500	0.017428	0.000000
rationalPower1,2,1,1	1429	313836223	BF	seconds	months	0.000000	0.002000	0.015640	0.000000
rationalPower1,2,1,1	1429	313836223	BF	seconds	years	0.000000	0.004000	0.010000	0.000000
rationalPower1,2,1,1	1429	313836223	BF	minutes	seconds	0.173801	0.000500	0.972745	0.000000
rationalPower1,2,1,1	1429	313836223	BF	minutes	minutes	0.000000	0.000500	0.335550	0.000000
rationalPower1,2,1,1	1429	313836223	BF	minutes	hours	0.000000	0.000500	0.041941	0.000000
rationalPower1,2,1,1	1429	313836223	BF	minutes	days	0.000000	0.000500	0.019045	0.000000
rationalPower1,2,1,1	1429	313836223	BF	minutes	months	0.000000	0.000500	0.014949	0.000000
rationalPower1,2,1,1	1429	313836223	BF	hours	seconds	0.182019	0.000500	0.997536	0.000000
rationalPower1,2,1,1	1429	313836223	BF	hours	minutes	0.000737	0.000500	0.820243	0.000000
rationalPower1,2,1,1	1429	313836223	BF	hours	hours	0.000000	0.000500	0.135967	0.000000
rationalPower1,2,1,1	1429	313836223	BF	hours	days	0.000000	0.000500	0.021156	0.000000
rationalPower1,2,1,1	1429	313836223	BF	hours	months	0.000000	0.000500	0.013423	0.000000
rationalPower1,2,1,1	1429	313836223	BF	days	seconds	0.192870	0.000500	0.999687	0.000000
rationalPower1,2,1,1	1429	313836223	BF	days	minutes	0.000000	0.000500	0.974729	0.000000
rationalPower1,2,1,1	1429	313836223	BF	days	hours	0.000000	0.000500	0.608807	0.000000
rationalPower1,2,1,1	1429	313836223	BF	days	days	0.000000	0.000500	0.058477	0.000000
rationalPower1,2,1,1	1429	313836223	BF	days	months	0.000000	0.000500	0.014948	0.000000
rationalPower1,2,1,1	1429	313836223	BF	months	seconds	0.164869	0.000500	0.999940	0.000000
rationalPower1,2,1,1	1429	313836223	BF	months	minutes	0.000000	0.000500	0.995114	0.000000
rationalPower1,2,1,1	1429	313836223	BF	months	hours	0.000000	0.000500	0.876628	0.000000
rationalPower1,2,1,1	1429	313836223	BF	months	days	0.000000	0.000500	0.203160	0.000000
rationalPower1,2,1,1	1429	313836223	BF	months	months	0.000000	0.000500	0.031750	0.000000
rationalPower1,2,1,1	1429	313836223	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,4,32,1	1521	313836223	BF	subsecond	seconds	0.084746	0.000500	0.113048	0.000000
rationalPower1,4,32,1	1521	313836223	BF	subsecond	minutes	0.000000	0.001000	0.047786	0.000000
rationalPower1,4,32,1	1521	313836223	BF	subsecond	hours	0.000000	0.001500	0.027160	0.000000
rationalPower1,4,32,1	1521	313836223	BF	subsecond	days	0.000000	0.001500	0.017293	0.000000
rationalPower1,4,32,1	1521	313836223	BF	subsecond	months	0.000000	0.000000	0.014583	0.000000
rationalPower1,4,32,1	1521	313836223	BF	subsecond	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,32,1	1521	313836223	BF	seconds	seconds	0.031600	0.000500	0.284956	0.000000
rationalPower1,4,32,1	1521	313836223	BF	seconds	minutes	0.000287	0.000500	0.050360	0.000000
rationalPower1,4,32,1	1521	313836223	BF	seconds	hours	0.000000	0.000500	0.024005	0.000000
rationalPower1,4,32,1	1521	313836223	BF	seconds	days	0.000000	0.000500	0.017741	0.000000
rationalPower1,4,32,1	1521	313836223	BF	seconds	months	0.000000	0.001500	0.014577	0.000000
rationalPower1,4,32,1	1521	313836223	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,4,32,1	1521	313836223	BF	minutes	seconds	0.166906	0.000500	0.946140	0.000000
rationalPower1,4,32,1	1521	313836223	BF	minutes	minutes	0.000000	0.000500	0.191032	0.000000
rationalPower1,4,32,1	1521	313836223	BF	minutes	hours	0.000000	0.000500	0.029477	0.000000
rationalPower1,4,32,1	1521	313836223	BF	minutes	days	0.000000	0.000500	0.017380	0.000000
rationalPower1,4,32,1	1521	313836223	BF	minutes	months	0.000000	0.000500	0.014231	0.000000
rationalPower1,4,32,1	1521	313836223	BF	hours	seconds	0.182019	0.000500	0.994909	0.000000
rationalPower1,4,32,1	1521	313836223	BF	hours	minutes	0.000737	0.000500	0.728552	0.000000
rationalPower1,4,32,1	1521	313836223	BF	hours	hours	0.000000	0.000500	0.079313	0.000000
rationalPower1,4,32,1	1521	313836223	BF	hours	days	0.000000	0.000500	0.018457	0.000000
rationalPower1,4,32,1	1521	313836223	BF	hours	months	0.000000	0.001500	0.014379	0.000000
rationalPower1,4,32,1	1521	313836223	BF	days	seconds	0.192870	0.000500	0.999705	0.000000
rationalPower1,4,32,1	1521	313836223	BF	days	minutes	0.000000	0.000500	0.976298	0.000000
rationalPower1,4,32,1	1521	313836223	BF	days	hours	0.000000	0.000500	0.599319	0.000000
rationalPower1,4,32,1	1521	313836223	BF	days	days	0.000000	0.000500	0.056275	0.000000
rationalPower1,4,32,1	1521	313836223	BF	days	months	0.000000	0.000500	0.016291	0.000000
rationalPower1,4,32,1	1521	313836223	BF	months	seconds	0.164869	0.000500	0.999959	0.000000
rationalPower1,4,32,1	1521	313836223	BF	months	minutes	0.000000	0.000500	0.996397	0.000000
rationalPower1,4,32,1	1521	313836223	BF	months	hours	0.000000	0.000500	0.904997	0.000000
rationalPower1,4,32,1	1521	313836223	BF	months	days	0.000000	0.000500	0.284740	0.000000
rationalPower1,4,32,1	1521	313836223	BF	months	months	0.000000	0.000000	0.040031	0.000000
rationalPower1,4,32,1	1521	313836223	BF	years	seconds	1.000000	0.000000	1.000000	0.000000
rationalPower1,2,2,1	2282	313836223	BF	subsecond	seconds	0.016949	0.000500	0.141875	0.000000
rationalPower1,2,2,1	2282	313836223	BF	subsecond	minutes	0.000000	0.000500	0.057112	0.000000
rationalPower1,2,2,1	2282	313836223	BF	subsecond	hours	0.000000	0.002000	0.028155	0.000000
rationalPower1,2,2,1	2282	313836223	BF	subsecond	days	0.000000	0.001500	0.013972	0.000000
rationalPower1,2,2,1	2282	313836223	BF	subsecond	months	0.000000	0.002000	0.012049	0.000000
rationalPower1,2,2,1	2282	313836223	BF	subsecond	years	0.000000	0.001000	0.010000	0.000000
rationalPower1,2,2,1	2282	313836223	BF	seconds	seconds	0.062338	0.000500	0.476285	0.000000
rationalPower1,2,2,1	2282	313836223	BF	seconds	minutes	0.000287	0.000500	0.068854	0.000000
rationalPower1,2,2,1	2282	313836223	BF	seconds	hours	0.000000	0.000500	0.026416	0.000000
rationalPower1,2,2,1	2282	313836223	BF	seconds	days	0.000000	0.000500	0.013522	0.000000
rationalPower1,2,2,1	2282	313836223	BF	seconds	months	0.000000	0.001500	0.012046	0.000000
rationalPower1,2,2,1	2282	313836223	BF	seconds	years	0.000000	0.000000	0.010000	0.000000
rationalPower1,2,2,1	2282	313836223	BF	minutes	seconds	0.170066	0.000500	0.962841	0.000000
rationalPower1,2,2,1	2282	313836223	BF	minutes	minutes	0.000000	0.000500	0.250130	0.000000
rationalPower1,2,2,1	2282	313836223	BF	minutes	hours	0.000000	0.000500	0.033110	0.000000
rationalPower1,2,2,1	2282	313836223	BF	minutes	days	0.000000	0.000500	0.015257	0.000000
rationalPower1,2,2,1	2282	313836223	BF	minutes	months	0.000000	0.001499	0.011867	0.000000
rationalPower1,2,2,1	2282	313836223	BF	hours	seconds	0.182019	0.000500	0.995237	0.000000
rationalPower1,2,2,1	2282	313836223	BF	hours	minutes	0.000737	0.000500	0.713006	0.000000
rationalPower1,2,2,1	2282	313836223	BF	hours	hours	0.000000	0.000500	0.116537	0.000000
rationalPower1,2,2,1	2282	313836223	BF	hours	days	0.000000	0.000500	0.016895	0.000000
rationalPower1,2,2,1	2282	313836223	BF	hours	months	0.000000	0.001499	0.012278	0.000000
rationalPower1,2,2,1	2282	313836223	BF	days	seconds	0.192870	0.000500	0.999522	0.000000
rationalPower1,2,2,1	2282	313836223	BF	days	minutes	0.000000	0.000500	0.962849	0.000000
rationalPower1,2,2,1	2282	313836223	BF	days	hours	0.000000	0.000500	0.522992	0.000000
rationalPower1,2,2,1	2282	313836223	BF	days	days	0.000000	0.000500	0.038575	0.000000
