#decay	# windows in store	# elements in stream	query	age class	length class	error:p95	latency:p95	ci-width:p95	ci-miss-rate
rationalPower1,2,2,1	2318	329573348	CMS	days	minutes	1.896889	0.000500	1.999929	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	days	hours	0.073880	0.000500	1.999901	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	days	days	0.002388	0.001000	0.064096	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	days	months	0.000345	0.001499	0.006044	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	months	seconds	3.656668	0.000500	2.000000	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	months	minutes	90.670824	0.000500	2.000000	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	months	hours	0.467244	0.000500	1.999908	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	months	days	0.011486	0.000500	0.380626	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	months	months	0.001060	0.001000	0.028944	0.000000
rationalPower1,2,2,1	2318	329573348	CMS	years	seconds	0.000113	0.000000	2.000000	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	subsecond	seconds	0.347631	0.000500	0.833300	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	subsecond	minutes	0.014245	0.001000	0.065129	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	subsecond	hours	0.003149	0.001000	0.018017	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	subsecond	days	0.000671	0.032995	0.004424	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	subsecond	months	0.000249	0.002000	0.002265	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	subsecond	years	0.000000	0.072000	0.000026	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	seconds	seconds	0.284519	0.000500	1.999900	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	seconds	minutes	0.016500	0.000500	0.067500	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	seconds	hours	0.002769	0.003000	0.015686	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	seconds	days	0.000754	0.001500	0.004615	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	seconds	months	0.000241	0.002499	0.002212	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	seconds	years	0.000000	0.071000	0.000000	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	minutes	seconds	1.076140	0.000500	1.999900	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	minutes	minutes	0.051044	0.000500	0.418000	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	minutes	hours	0.003675	0.001500	0.023541	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	minutes	days	0.000560	0.001499	0.004856	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	minutes	months	0.000210	0.004499	0.002713	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	hours	seconds	2.126171	0.000500	1.999928	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	hours	minutes	0.208705	0.000500	1.999901	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	hours	hours	0.008140	0.000500	0.106863	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	hours	days	0.000596	0.002500	0.007024	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	hours	months	0.000099	0.002497	0.002170	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	days	seconds	2.249935	0.000500	2.000000	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	days	minutes	2.046769	0.000500	1.999912	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	days	hours	0.070903	0.000500	0.970123	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	days	days	0.002041	0.001000	0.038306	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	days	months	0.000208	0.002500	0.003488	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	months	seconds	3.724855	0.000500	2.000000	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	months	minutes	74.444352	0.000500	2.000000	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	months	hours	0.377645	0.000500	1.999905	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	months	days	0.012845	0.000500	0.228683	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	months	months	0.001052	0.001500	0.018573	0.000000
rationalPower1,2,4,1	3637	329573348	CMS	years	seconds	0.000116	0.000000	2.000000	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	subsecond	seconds	0.182424	0.000000	0.533300	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	subsecond	minutes	0.012941	0.001000	0.063286	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	subsecond	hours	0.002205	0.001000	0.015469	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	subsecond	days	0.000519	0.002500	0.003137	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	subsecond	months	0.000068	0.007000	0.001226	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	subsecond	years	0.000000	0.029000	0.000026	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	seconds	seconds	0.229352	0.000500	1.999900	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	seconds	minutes	0.013404	0.001000	0.048180	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	seconds	hours	0.001808	0.004000	0.010185	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	seconds	days	0.000349	0.002500	0.003534	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	seconds	months	0.000073	0.005498	0.001187	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	seconds	years	0.000000	0.005000	0.000000	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	minutes	seconds	0.919215	0.000500	1.999900	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	minutes	minutes	0.046343	0.000500	0.297500	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	minutes	hours	0.002842	0.003500	0.016458	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	minutes	days	0.000425	0.004500	0.003458	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	minutes	months	0.000100	0.006500	0.001317	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	hours	seconds	2.002147	0.000500	1.999920	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	hours	minutes	0.142407	0.000500	1.999901	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	hours	hours	0.004596	0.001000	0.077018	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	hours	days	0.000517	0.003999	0.005195	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	hours	months	0.000097	0.007499	0.001322	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	days	seconds	2.055601	0.000500	2.000000	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	days	minutes	1.601000	0.000500	1.999911	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	days	hours	0.043275	0.000500	0.765301	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	days	days	0.000877	0.001500	0.024008	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	days	months	0.000120	0.005500	0.002273	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	months	seconds	3.529122	0.000500	2.000000	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	months	minutes	48.956025	0.000500	2.000000	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	months	hours	0.227502	0.000499	1.999903	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	months	days	0.003557	0.001000	0.125700	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	months	months	0.000422	0.003500	0.010558	0.000000
rationalPower1,2,8,1	5818	329573348	CMS	years	seconds	0.000119	0.000000	2.000000	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	subsecond	seconds	0.235839	0.000500	0.666633	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	subsecond	minutes	0.008136	0.001000	0.030365	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	subsecond	hours	0.002370	0.001000	0.010147	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	subsecond	days	0.000270	0.016499	0.002018	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	subsecond	months	0.000085	0.031999	0.000935	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	subsecond	years	0.000000	0.007000	0.000026	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	seconds	seconds	0.184358	0.000500	1.499900	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	seconds	minutes	0.011006	0.005000	0.034167	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	seconds	hours	0.001642	0.001998	0.007366	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	seconds	days	0.000449	0.003499	0.002290	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	seconds	months	0.000085	0.008500	0.000918	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	seconds	years	0.000000	0.007000	0.000000	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	minutes	seconds	0.665395	0.000500	1.999900	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	minutes	minutes	0.034193	0.000500	0.184600	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	minutes	hours	0.002036	0.002000	0.010080	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	minutes	days	0.000339	0.003500	0.002525	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	minutes	months	0.000111	0.008500	0.000789	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	hours	seconds	1.885611	0.000500	1.999905	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	hours	minutes	0.110776	0.000500	1.232493	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	hours	hours	0.005306	0.003000	0.051305	0.000000
rationalPower1,2,16,1	9107	329573348	CMS	hours	days	0.000399	0.002499	0.003584	0.000000
